3.806	-1.99	4.35	-3.98
3.907	-1.88	4.20	-3.79
4.006	-1.65	4.03	-4.42
4.107	-1.32	3.85	-3.86
4.207	-0.89	3.67	-3.16
4.307	-0.39	3.48	-1.32
4.407	0.16	3.28	-1.40
4.507	0.75	3.08	-0.42
4.607	1.35	2.88	1.58
4.707	1.93	2.68	1.56
4.807	2.48	2.49	3.47
4.908	2.97	2.30	4.28
5.008	3.38	2.11	4.97
5.108	3.70	1.94	4.49
5.208	3.90	1.78	4.84
5.308	4.00	1.62	5.99
5.409	3.97	1.49	4.95
5.508	3.82	1.36	5.70
5.609	3.56	1.26	5.27
5.709	3.20	1.17	3.67
5.809	2.75	1.10	2.92
5.909	2.24	1.04	3.06
6.009	1.67	1.01	1.11
6.109	1.07	1.00	0.12
6.210	0.48	1.01	0.13
6.309	-0.10	1.04	-1.83
6.410	-0.63	1.08	-1.72
6.510	-1.10	1.15	-3.50
6.610	-1.48	1.23	-4.14
6.710	-1.77	1.34	-3.61
6.810	-1.94	1.45	-4.90
6.910	-2.00	1.59	-4.00
7.010	-1.94	1.74	-3.90
7.111	-1.76	1.90	-4.60
7.211	-1.47	2.07	-3.11
7.311	-1.08	2.25	-3.47
7.411	-0.61	2.44	-1.68
7.511	-0.07	2.64	-1.79
7.611	0.50	2.83	-0.83
7.712	1.10	3.03	0.17
7.811	1.69	3.23	1.16
7.912	2.26	3.43	3.10
8.012	2.78	3.62	2.96
8.112	3.22	3.81	4.70
8.212	3.58	3.99	4.30
8.312	3.83	4.16	5.72
8.413	3.97	4.31	5.95
8.513	3.99	4.46	5.99
8.613	3.90	4.59	4.83
8.713	3.68	4.70	5.47
8.813	3.36	4.80	3.94
8.913	2.95	4.88	3.25
9.013	2.46	4.94	3.43
9.113	1.91	4.98	2.52
9.213	1.32	5.00	0.54
9.314	0.72	5.00	-0.46
9.414	0.14	4.98	-1.44
9.514	-0.42	4.94	-2.36
9.614	-0.91	4.88	-3.19
9.714	-1.34	4.80	-3.89
9.814	-1.66	4.71	-4.44
9.914	-1.88	4.60	-4.81
10.014	-1.99	4.47	-4.98
10.115	-1.98	4.33	-4.96
10.215	-1.85	4.17	-3.74
10.315	-1.60	4.00	-3.34
10.415	-1.25	3.82	-2.75
10.515	-0.81	3.64	-2.02
10.615	-0.30	3.45	-1.17
10.715	0.26	3.25	-0.23
10.815	0.85	3.05	-0.25
10.916	1.45	2.85	0.75
11.016	2.03	2.65	2.72
11.116	2.57	2.46	2.62
11.216	3.05	2.27	4.41
11.316	3.44	2.08	4.07
11.416	3.74	1.91	5.56
11.516	3.93	1.75	4.88
11.617	4.00	1.60	6.00
11.717	3.95	1.46	5.92
11.817	3.79	1.34	5.64
11.917	3.51	1.24	5.18
12.017	3.13	1.15	3.56
12.117	2.67	1.09	3.79
12.217	2.14	1.04	2.91
12.317	1.57	1.01	1.95
12.418	0.97	1.00	-0.04
12.518	0.38	1.01	-1.04
12.618	-0.19	1.04	-0.99
12.718	-0.72	1.09	-1.86
12.818	-1.17	1.16	-2.62
12.918	-1.54	1.25	-4.23
13.018	-1.81	1.35	-4.68
13.119	-1.96	1.48	-3.93
13.219	-2.00	1.61	-4.00
13.319	-1.92	1.76	-3.86
13.419	-1.72	1.93	-3.53
13.520	-1.41	2.10	-4.02
13.620	-1.01	2.28	-3.34
13.719	-0.52	2.47	-2.54
13.819	0.02	2.67	-0.63
13.920	0.60	2.87	-0.66
14.020	1.20	3.07	1.34
14.120	1.79	3.27	2.32
14.220	2.35	3.46	3.25
14.321	2.86	3.65	3.09
14.420	3.29	3.84	4.81
14.520	3.63	4.02	4.38
14.621	3.86	4.18	5.77
14.721	3.98	4.34	4.97
14.821	3.99	4.48	5.98
14.921	3.87	4.61	5.78
15.021	3.64	4.72	4.40
15.122	3.30	4.81	4.84
15.222	2.87	4.89	3.12
15.322	2.37	4.94	2.28
15.422	1.81	4.98	1.35
15.522	1.22	5.00	1.37
15.622	0.62	5.00	0.37
15.722	0.04	4.97	-0.60
15.822	-0.51	4.93	-1.51
15.922	-0.99	4.87	-2.32
16.023	-1.40	4.79	-3.00
16.123	-1.71	4.69	-3.51
16.223	-1.91	4.58	-4.85
16.323	-2.00	4.45	-4.99
16.423	-1.96	4.30	-4.94
16.523	-1.81	4.14	-4.69
16.623	-1.55	3.97	-4.25
16.723	-1.19	3.79	-2.64
16.824	-0.73	3.61	-2.89
16.924	-0.21	3.41	-1.02
17.024	0.36	3.22	-1.07
17.124	0.95	3.02	-0.08
17.224	1.55	2.82	1.92
17.324	2.12	2.62	1.87
17.424	2.65	2.42	3.76
17.524	3.12	2.24	4.53
17.625	3.50	2.06	4.16
17.725	3.78	1.88	5.63
17.825	3.95	1.72	4.91
17.925	4.00	1.58	6.00
18.025	3.93	1.44	4.89
18.125	3.75	1.33	4.58
18.226	3.45	1.22	4.09
18.326	3.06	1.14	4.44
18.426	2.59	1.08	2.65
18.526	2.05	1.03	1.75
18.627	1.47	1.01	0.78
18.726	0.87	1.00	-0.21
18.826	0.28	1.01	-0.20
18.926	-0.28	1.05	-2.14
19.027	-0.80	1.10	-3.00
19.127	-1.24	1.17	-3.73
19.227	-1.59	1.27	-3.32
19.327	-1.84	1.37	-3.73
19.427	-1.98	1.50	-4.96
19.528	-1.99	1.64	-3.99
19.627	-1.89	1.79	-3.82
19.728	-1.67	1.96	-3.45
19.828	-1.35	2.13	-2.91
19.928	-0.93	2.32	-2.22
20.028	-0.44	2.51	-1.39
20.128	0.12	2.70	-0.47
20.228	0.70	2.90	-0.49
20.328	1.30	3.10	0.50
20.428	1.89	3.30	2.48
20.528	2.44	3.50	2.40
20.629	2.93	3.69	4.22
20.729	3.35	3.87	4.92
20.829	3.67	4.05	4.46
20.929	3.89	4.21	4.82
21.029	3.99	4.36	4.99
21.129	3.97	4.50	4.96
21.229	3.84	4.63	5.73
21.329	3.59	4.74	4.31
21.430	3.24	4.83	3.73
21.530	2.79	4.90	3.99
21.630	2.28	4.95	3.13
21.730	1.72	4.99	1.19
21.830	1.12	5.00	1.20
21.930	0.52	4.99	0.21
22.030	-0.05	4.97	-1.76
22.130	-0.59	4.92	-1.65
22.231	-1.07	4.86	-2.44
22.331	-1.46	4.77	-4.09
22.431	-1.75	4.67	-4.58
22.531	-1.93	4.56	-3.89
22.631	-2.00	4.42	-5.00
22.732	-1.95	4.27	-3.91
22.832	-1.78	4.11	-3.63
22.932	-1.50	3.94	-3.16
23.032	-1.11	3.76	-3.52
23.132	-0.65	3.57	-2.75
23.232	-0.12	3.38	-0.87
23.332	0.46	3.18	0.09
23.432	1.05	2.98	1.09
23.533	1.65	2.78	2.08
23.633	2.22	2.59	2.03
23.733	2.74	2.39	3.90
23.833	3.19	2.20	4.65
23.933	3.55	2.03	4.25
24.033	3.81	1.86	5.69
24.133	3.96	1.70	5.94
24.233	4.00	1.55	4.99
24.334	3.91	1.42	4.85
24.434	3.71	1.31	5.51
24.535	3.39	1.21	3.99
24.634	2.99	1.13	4.31
24.734	2.50	1.07	3.50
24.834	1.95	1.03	2.59
24.935	1.37	1.00	1.62
25.035	0.77	1.00	-0.38
25.135	0.18	1.02	-1.36
25.235	-0.37	1.06	-1.29
25.335	-0.88	1.11	-2.13
25.436	-1.30	1.19	-3.84
25.535	-1.64	1.28	-3.40
25.635	-1.87	1.39	-3.78
25.735	-1.99	1.52	-4.98
25.836	-1.98	1.66	-4.97
25.936	-1.86	1.82	-4.77
26.036	-1.63	1.98	-4.38
26.137	-1.28	2.16	-2.81
26.236	-0.85	2.35	-2.09
26.336	-0.35	2.54	-1.24
26.436	0.21	2.74	-1.31
26.537	0.80	2.93	0.67
26.637	1.40	3.13	1.67
26.737	1.98	3.33	2.64
26.837	2.53	3.53	2.55
26.937	3.01	3.72	4.35
27.038	3.41	3.90	4.02
27.137	3.72	4.07	5.53
27.238	3.92	4.24	5.86
27.338	4.00	4.39	6.00
27.438	3.96	4.53	5.93
27.539	3.80	4.65	4.67
27.638	3.54	4.75	5.23
27.738	3.17	4.84	4.61
27.838	2.71	4.91	3.85
27.938	2.19	4.96	1.98
28.039	1.62	4.99	1.03
28.139	1.02	5.00	1.04
28.239	0.42	4.99	-0.96
28.339	-0.15	4.96	-0.91
28.440	-0.68	4.91	-2.79
28.539	-1.14	4.84	-2.56
28.639	-1.51	4.76	-3.19
28.739	-1.79	4.65	-4.65
28.840	-1.95	4.53	-4.92
28.940	-2.00	4.40	-4.00
29.040	-1.93	4.25	-4.88
29.140	-1.74	4.09	-4.56
29.240	-1.44	3.91	-4.06
29.340	-1.04	3.73	-2.40
29.440	-0.56	3.54	-2.61
29.541	-0.02	3.35	-1.71
29.641	0.56	3.15	-0.74
29.741	1.15	2.95	1.26
29.841	1.75	2.75	2.24
29.941	2.31	2.55	2.18
30.041	2.82	2.36	3.03
30.141	3.26	2.17	4.76
30.241	3.60	2.00	5.34
30.342	3.85	1.83	4.75
30.442	3.98	1.67	4.96
30.542	3.99	1.53	5.98
30.642	3.88	1.40	5.80
30.742	3.66	1.29	4.43
30.843	3.33	1.19	3.89
30.942	2.91	1.12	4.18
31.043	2.41	1.06	2.35
31.143	1.86	1.02	1.43
31.243	1.27	1.00	1.45
31.343	0.67	1.00	0.45
31.443	0.09	1.02	-0.52
31.543	-0.46	1.06	-1.44
31.644	-0.95	1.12	-3.26
31.743	-1.37	1.20	-2.95
31.844	-1.69	1.30	-3.48
31.944	-1.90	1.41	-3.83
32.044	-1.99	1.54	-3.99
32.144	-1.97	1.69	-3.95
32.244	-1.83	1.84	-4.72
32.344	-1.57	2.01	-4.29
32.444	-1.22	2.19	-2.70
32.544	-0.77	2.38	-2.95
32.645	-0.26	2.57	-2.09
32.745	0.31	2.77	-0.15
32.845	0.90	2.97	0.84
32.945	1.50	3.17	0.84
33.045	2.08	3.37	1.80
33.145	2.61	3.56	3.69
33.245	3.08	3.75	4.47
33.345	3.47	3.93	4.12
33.446	3.76	4.10	5.60
33.546	3.94	4.26	5.90
33.646	4.00	4.41	5.00
33.746	3.94	4.55	5.90
33.846	3.77	4.67	5.61
33.946	3.48	4.77	5.13
34.046	3.10	4.85	4.49
34.147	2.63	4.92	3.71
34.247	2.09	4.97	1.82
34.347	1.52	4.99	0.86
34.447	0.92	5.00	-0.13
34.547	0.33	4.99	-0.12
34.647	-0.24	4.95	-1.07
34.747	-0.76	4.90	-2.93
34.847	-1.21	4.83	-2.68
34.948	-1.57	4.74	-4.28
35.048	-1.82	4.64	-3.71
35.148	-1.97	4.51	-4.95
35.248	-2.00	4.37	-3.99
35.348	-1.90	4.22	-4.84
35.448	-1.69	4.06	-3.49
35.548	-1.38	3.88	-3.96
35.649	-0.97	3.70	-2.28
35.749	-0.48	3.51	-2.46
35.849	0.07	3.31	-1.55
35.949	0.66	3.11	0.43
36.049	1.25	2.92	0.42
36.149	1.84	2.72	2.41
36.249	2.40	2.52	2.33
36.349	2.90	2.33	3.16
36.450	3.32	2.14	3.87
36.550	3.65	1.97	5.42
36.650	3.88	1.80	4.80
36.750	3.99	1.65	4.98
36.850	3.98	1.51	5.97
36.950	3.85	1.38	4.76
37.050	3.61	1.27	5.35
37.150	3.27	1.18	3.78
37.251	2.83	1.11	4.05
37.351	2.32	1.05	3.20
37.451	1.76	1.02	2.27
37.551	1.17	1.00	0.28
37.651	0.57	1.01	0.29
37.751	-0.01	1.03	-1.68
37.851	-0.55	1.07	-1.59
37.952	-1.03	1.14	-2.38
38.052	-1.43	1.22	-3.05
38.152	-1.73	1.32	-3.55
38.252	-1.92	1.43	-3.87
38.352	-2.00	1.57	-5.00
38.452	-1.96	1.71	-4.93
38.552	-1.79	1.87	-3.66
38.652	-1.52	2.04	-4.20
38.753	-1.15	2.22	-3.58
38.853	-0.69	2.41	-1.82
38.953	-0.16	2.60	-0.94
39.053	0.41	2.80	-0.98
39.153	1.01	3.00	0.01
39.253	1.60	3.20	2.00
39.353	2.17	3.40	1.96
39.453	2.70	3.59	2.83
39.554	3.16	3.78	4.59
39.654	3.53	3.96	5.21
39.754	3.80	4.13	4.66
39.854	3.96	4.29	4.93
39.954	4.00	4.44	6.00
40.054	3.92	4.57	4.87
40.154	3.73	4.68	4.54
40.254	3.42	4.78	4.04
40.355	3.02	4.86	3.37
40.455	2.54	4.93	2.57
40.555	2.00	4.97	1.67
40.655	1.42	5.00	1.70
40.755	0.82	5.00	0.70
40.855	0.23	4.98	-0.29
40.955	-0.33	4.95	-1.22
41.056	-0.84	4.89	-3.07
41.156	-1.27	4.82	-2.79
41.256	-1.62	4.73	-3.36
41.356	-1.86	4.62	-4.76
41.456	-1.98	4.49	-3.97
41.556	-1.99	4.35	-4.98
41.656	-1.88	4.20	-3.79
41.756	-1.65	4.03	-4.41
41.857	-1.31	3.85	-2.86
41.957	-0.89	3.67	-3.15
42.057	-0.39	3.48	-1.32
42.157	0.17	3.28	-1.39
42.257	0.76	3.08	-0.41
42.357	1.35	2.88	0.59
42.457	1.94	2.68	1.57
42.558	2.49	2.49	2.48
42.659	2.97	2.30	3.29
42.758	3.38	2.11	4.97
42.858	3.70	1.94	5.50
42.958	3.91	1.77	4.84
43.058	4.00	1.62	5.99
43.158	3.97	1.49	5.95
43.258	3.82	1.36	5.70
43.359	3.56	1.26	5.27
43.459	3.20	1.17	4.67
43.559	2.75	1.10	2.92
43.660	2.23	1.04	2.05
43.759	1.66	1.01	1.11
1.403	1.00	3.00	1.00
1.503	1.60	3.20	0.99
1.603	2.17	3.40	1.95
1.703	2.69	3.59	2.82
1.803	3.15	3.78	4.59
1.904	3.52	3.96	5.21
2.004	3.80	4.13	4.66
2.104	3.96	4.29	5.93
2.204	4.00	4.43	6.00
2.304	3.92	4.57	4.87
2.404	3.73	4.68	5.55
2.504	3.43	4.78	5.04
2.604	3.03	4.86	4.38
2.705	2.55	4.93	2.58
2.805	2.00	4.97	2.67
2.905	1.42	4.99	0.71
3.005	0.82	5.00	0.71
3.105	0.23	4.98	-0.28
3.205	-0.33	4.95	-1.21
3.305	-0.84	4.89	-2.06
3.405	-1.27	4.82	-3.78
3.506	-1.61	4.73	-4.36
3.606	-1.85	4.62	-3.76
3.706	-1.98	4.49	-3.97
3.806	-1.99	4.35	-3.98
3.906	-1.88	4.20	-3.79
4.006	-1.65	4.03	-4.42
4.106	-1.32	3.85	-3.86
4.206	-0.89	3.67	-3.16
4.307	-0.39	3.48	-1.32
4.407	0.16	3.28	-1.40
4.507	0.75	3.08	-0.42
4.607	1.35	2.88	1.58
4.707	1.93	2.68	1.56
4.807	2.48	2.49	3.47
4.907	2.97	2.30	4.28
5.007	3.38	2.11	4.97
5.108	3.70	1.94	4.49
5.208	3.90	1.78	4.84
5.308	4.00	1.62	5.99
5.408	3.97	1.49	4.95
5.508	3.82	1.36	5.70
5.608	3.56	1.26	5.27
5.708	3.20	1.17	3.67
5.808	2.75	1.10	2.92
5.909	2.24	1.04	3.06
6.009	1.67	1.01	1.11
6.109	1.07	1.00	0.12
6.209	0.48	1.01	0.13
6.309	-0.10	1.04	-1.83
6.409	-0.63	1.08	-1.72
6.509	-1.10	1.15	-3.50
6.610	-1.48	1.23	-4.14
6.710	-1.77	1.34	-3.61
6.810	-1.94	1.45	-4.90
6.910	-2.00	1.59	-4.00
7.010	-1.94	1.74	-3.90
7.110	-1.76	1.90	-4.60
7.210	-1.47	2.07	-3.11
7.310	-1.08	2.25	-3.47
7.411	-0.61	2.44	-1.68
7.511	-0.07	2.64	-1.79
7.611	0.50	2.83	-0.83
7.711	1.10	3.03	0.17
7.811	1.69	3.23	1.16
7.911	2.26	3.43	3.10
8.011	2.78	3.62	2.96
8.111	3.22	3.81	4.70
8.212	3.58	3.99	4.30
8.312	3.83	4.16	5.72
8.412	3.97	4.31	5.95
8.512	3.99	4.46	5.99
1.404	1.00	3.00	1.00
1.503	1.60	3.20	0.99
1.604	2.17	3.40	1.95
1.704	2.69	3.59	2.82
1.804	3.15	3.78	4.59
1.904	3.52	3.96	5.21
2.004	3.80	4.13	4.66
2.104	3.96	4.29	5.93
2.204	4.00	4.43	6.00
2.304	3.92	4.57	4.87
2.404	3.73	4.68	5.55
2.505	3.43	4.78	5.04
2.605	3.03	4.86	4.38
2.705	2.55	4.93	2.58
2.805	2.00	4.97	2.67
2.905	1.42	4.99	0.71
3.005	0.82	5.00	0.71
3.105	0.23	4.98	-0.28
3.206	-0.33	4.95	-1.21
3.306	-0.84	4.89	-2.06
3.406	-1.27	4.82	-3.78
3.506	-1.61	4.73	-4.36
3.606	-1.85	4.62	-3.76
3.706	-1.98	4.49	-3.97
3.806	-1.99	4.35	-3.98
3.907	-1.88	4.20	-3.79
4.007	-1.65	4.03	-4.42
4.107	-1.32	3.85	-3.86
4.207	-0.89	3.67	-3.16
4.307	-0.39	3.48	-1.32
4.407	0.16	3.28	-1.40
4.507	0.75	3.08	-0.42
4.607	1.35	2.88	1.58
4.708	1.93	2.68	1.56
4.808	2.48	2.49	3.47
4.908	2.97	2.30	4.28
5.008	3.38	2.11	4.97
5.108	3.70	1.94	4.49
5.208	3.90	1.78	4.84
5.308	4.00	1.62	5.99
5.409	3.97	1.49	4.95
5.509	3.82	1.36	5.70
5.609	3.56	1.26	5.27
5.709	3.20	1.17	3.67
5.809	2.75	1.10	2.92
5.909	2.24	1.04	3.06
6.009	1.67	1.01	1.11
6.109	1.07	1.00	0.12
6.209	0.48	1.01	0.13
6.310	-0.10	1.04	-1.83
6.410	-0.63	1.08	-1.72
6.510	-1.10	1.15	-3.50
6.610	-1.48	1.23	-4.14
6.710	-1.77	1.34	-3.61
6.810	-1.94	1.45	-4.90
6.911	-2.00	1.59	-4.00
7.011	-1.94	1.74	-3.90
7.111	-1.76	1.90	-4.60
7.211	-1.47	2.07	-3.11
7.311	-1.08	2.25	-3.47
7.411	-0.61	2.44	-1.68
7.511	-0.07	2.64	-1.79
7.611	0.50	2.83	-0.83
7.712	1.10	3.03	0.17
7.812	1.69	3.23	1.16
7.912	2.26	3.43	3.10
8.012	2.78	3.62	2.96
8.112	3.22	3.81	4.70
8.212	3.58	3.99	4.30
8.312	3.83	4.16	5.72
8.412	3.97	4.31	5.95
8.513	3.99	4.46	5.99
8.613	3.90	4.59	4.83
8.713	3.68	4.70	5.47
8.813	3.36	4.80	3.94
8.913	2.95	4.88	3.25
9.013	2.46	4.94	3.43
9.113	1.91	4.98	2.52
9.213	1.32	5.00	0.54
9.314	0.72	5.00	-0.46
9.414	0.14	4.98	-1.44
9.514	-0.42	4.94	-2.36
9.614	-0.91	4.88	-3.19
9.714	-1.34	4.80	-3.89
9.814	-1.66	4.71	-4.44
9.914	-1.88	4.60	-4.81
10.014	-1.99	4.47	-4.98
10.115	-1.98	4.33	-4.96
10.215	-1.85	4.17	-3.74
10.315	-1.60	4.00	-3.34
10.415	-1.25	3.82	-2.75
10.515	-0.81	3.64	-2.02
10.615	-0.30	3.45	-1.17
10.715	0.26	3.25	-0.23
10.816	0.85	3.05	-0.25
10.916	1.45	2.85	0.75
11.016	2.03	2.65	2.72
11.116	2.57	2.46	2.62
11.216	3.05	2.27	4.41
11.316	3.44	2.08	4.07
11.416	3.74	1.91	5.56
11.516	3.93	1.75	4.88
11.617	4.00	1.60	6.00
11.717	3.95	1.46	5.92
11.817	3.79	1.34	5.64
11.917	3.51	1.24	5.18
12.017	3.13	1.15	3.56
12.117	2.67	1.09	3.79
12.217	2.14	1.04	2.91
12.318	1.57	1.01	1.95
12.418	0.97	1.00	-0.04
12.518	0.38	1.01	-1.04
12.618	-0.19	1.04	-0.99
12.718	-0.72	1.09	-1.86
12.818	-1.17	1.16	-2.62
12.918	-1.54	1.25	-4.23
13.018	-1.81	1.35	-4.68
13.119	-1.96	1.48	-3.93
13.219	-2.00	1.61	-4.00
13.319	-1.92	1.76	-3.86
13.419	-1.72	1.93	-3.53
13.519	-1.41	2.10	-4.02
13.620	-1.01	2.28	-3.34
13.719	-0.52	2.47	-2.54
